name,address,phone,note,update_date,lat,lng,chain,category2,category3,ONS_ID,Nbhd,Nbhd_FR
Rexall,"200 Rideau Pl #216, Ottawa, ON K1N 5Y1",NA,NA,2021-08-26,45.4274754,-75.6883037,TRUE,grocery,large,949,Sandy Hill,CÃ´te-de-Sable
Rexall,"22 Baskin Drive East, Arnprior, ON K7S 3G8",NA,NA,2021-08-26,45.4239485,-76.3669273,TRUE,grocery,large,NA,NA,NA
Rexall,"407 Laurier Avenue West Unit #24, 25 & 26, Ottawa, ON K1R 7Y7",NA,NA,2021-08-26,45.4174617,-75.7025069,TRUE,grocery,large,24,Centretown,Centre-Ville
Rexall,"1620 Scott Street, Unit 29, Ottawa, ON K1Y 4S7",NA,NA,2021-08-26,45.4033619,-75.7338284,TRUE,grocery,large,47,Hintonburg - Mechanicsville, 
Rexall,"1910 St Laurent Blvd, Ottawa, ON K1G 1A4",NA,NA,2021-08-26,45.3990561,-75.6239131,TRUE,grocery,large,919,Elmvale - Canterbury, 
Rexall,"1415 Carling Avenue, Ottawa, ON K1Z 7L6",NA,NA,2021-08-26,45.386315,-75.7397475,TRUE,grocery,large,958,Westboro, 
Rexall,"2269 Riverside Dr E, Ottawa, ON K1H 8K2",NA,NA,2021-08-26,45.3858045,-75.6783143,TRUE,grocery,large,903,Billings Bridge - Alta Vista, 
Rexall,"1725 Walkley Road Unit C, Ottawa, ON K1V 2P6",NA,NA,2021-08-26,45.3778586,-75.6459656,TRUE,grocery,large,932,Ledbury - Heron Gate - Ridgemont, 
Rexall,"2121 Carling Ave, Ottawa, ON K2A 1H2",NA,NA,2021-08-26,45.3731497,-75.7686794,TRUE,grocery,large,931,Laurentian, 
Rexall,"832 March Road, Kanata, ON K2W 0C9",NA,NA,2021-08-26,45.3568278,-75.9334925,TRUE,grocery,large,907,Brookside - Briarbrook - Morgan's Grant, 
Rexall,"2950 Carling Avenue, Ottawa, ON K2B 7J7",NA,NA,2021-08-26,45.3559371,-75.8021607,TRUE,grocery,large,106,Whitehaven - Queensway Terrace North,Whitehaven - Terrasse Queensway Nord
Rexall,"1595 Merivale Rd #1A, Nepean, ON K2G 3J4",NA,NA,2021-08-26,45.3524148,-75.7327639,TRUE,grocery,large,950,Skyline - Fisher Heights, 
Rexall,"S1363B Woodroffe Avenue, Nepean, ON K2G 1V7",NA,NA,2021-08-26,45.3498598,-75.7617807,TRUE,grocery,large,31,Cityview - Crestview - Meadowlands, 
Rexall,"4048 Carling Ave, Kanata, ON K2K 1Y1",NA,NA,2021-08-26,45.3371417,-75.9072525,TRUE,grocery,large,907,Brookside - Briarbrook - Morgan's Grant, 
Rexall,"2144 Robertson Road, Nepean, ON K2H 5Z1",NA,NA,2021-08-26,45.320755,-75.8358271,TRUE,grocery,large,7,Bells Corners West,Bells Corners Ouest
Rexall,"900 Greenbank Rd, Nepean, ON K2J 4P6",NA,NA,2021-08-26,45.2847264,-75.7564617,TRUE,grocery,large,938,Old Barrhaven West,Old Barrhaven Ouest
Rexall,"430 Ottawa Street, Almonte, ON K0A 1A0",NA,NA,2021-08-26,45.2360381,-76.1831924,TRUE,grocery,large,NA,NA,NA
Rhema's African And Caribbean Market,"4380 Innes Rd, OrlÃ¢Ë†Å¡Ã‚Â©ans, ON K4A 3W3",NA,NA,2021-08-26,45.4599028,-75.4901508,FALSE,grocery,small,942,Portobello South, 
Richmond Food Market,"1315 Richmond Rd, Ottawa, ON",(613) 726-6548,Grocery,2021-07-06,45.3681702,-75.7858283,FALSE,grocery,small,906,Britannia Village, 
Richmond Mart,"747 Richmond Rd, Ottawa, ON K2A 0G6",NA,Convenience Stores,2021-08-26,45.382657,-75.7701135,FALSE,convenience,regular,931,Laurentian, 
Rideau Pines Farm and Market,"5714 Fourth Line Rd, North Gower, ON K0A 2T0",NA,NA,2021-08-26,45.1761956,-75.774174,FALSE,grocery,small,944,Richmond, 
Riverbreeze Tuck Shop,"1541 Riverside Dr, Ottawa, ON K1G 4E2",NA,Convenience Stores,2021-08-26,45.409144,-75.662675,FALSE,convenience,regular,947,Riverview, 
Riverside Mart,"1335 Bank St, Ottawa, ON K1H 7X8",NA,Convenience Stores,2021-08-26,45.3888422,-75.676649,FALSE,convenience,regular,903,Billings Bridge - Alta Vista, 
Riverside Place Tuck Shop,"1755 Riverside Dr, Ottawa, ON K1G 3T6",NA,Convenience Stores,2021-08-26,45.4020196,-75.6652827,FALSE,convenience,regular,947,Riverview, 
Riverside Service Centre,"1540 Bank St, Ottawa, ON K1H",NA,Gas Stations,2021-08-26,45.3805255,-75.6685385,FALSE,convenience,gas station,903,Billings Bridge - Alta Vista, 
Roberto's Corner,"1034 Pleasant Park Rd, Ottawa, ON K1G 2A1",NA,"Delis, Italian, Sandwiches",2021-08-26,45.3953221,-75.6216341,FALSE,convenience,regular,919,Elmvale - Canterbury, 
Rochon Garden,"1101 York's Corners Road, Edwards, ON K0A 1V0",NA,Farmers' Market,2021-08-26,45.321304,-75.464271,FALSE,farmer's market,farmer's market,918,Edwards - Carlsbad Springs, 
Rock'N Deli,"1100 Boulevard Maloney, Gatineau, QC J8T 6G3",NA,"Salad, Sandwiches",2021-08-26,45.4756531,-75.6972849,FALSE,specialty,deli meat cheese,NA,NA,NA
Roma Confectionery,"258 Rochester St, Ottawa, ON K1R 7N1",NA,Convenience Stores,2021-08-26,45.406023,-75.7104354,FALSE,convenience,regular,957,West Centretown,Centre-Ville Ouest
Royal Food Market,"2895 Bank St, Gloucester, ON K1T 1N2",NA,Convenience Stores,2021-08-26,45.3490273,-75.626724,FALSE,convenience,regular,52,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill
Royal Varity,"260 Bank Street, Ottawa, ON K2P 1X4",NA,Convenience Stores,2021-08-26,45.4160833,-75.6971684,FALSE,convenience,regular,24,Centretown,Centre-Ville
Rudolph 2000,"120 - 2700 Lancaster Road, Ottawa, ON K1B 4T7",(613) 260-0974,NA,2021-08-26,45.3971808,-75.6087017,FALSE,specialty,bakery,917,East Industrial,Industriel-Est
Saigon Meats & Vegetables,"777 Somerset Street W, Ottawa, ON K1R 6R3",NA,"Grocery, Convenience Stores",2021-08-26,45.4100018,-75.7100384,FALSE,convenience,regular,957,West Centretown,Centre-Ville Ouest
SAM A FRUITS,"1183 Hunt Club Rd #111, Ottawa, ON K1V 8S4",NA,NA,2021-08-26,45.3529772,-75.6505394,FALSE,grocery,small,97,South Keys - Greenboro West,South Keys - Greenboro Ouest
SamÃ¢â‚¬Å¡Ãƒâ€žÃƒÂ´s Convenience,"1565 Alta Vista Dr, Ottawa, ON K1G 0E9",NA,NA,2021-08-26,45.4086185,-75.6573288,FALSE,grocery,small,947,Riverview, 
Sammy's Corner Confectionary,"1076 St Laurent Blvd, Ottawa, ON K1K 3B4",NA,Convenience Stores,2021-08-26,45.4263396,-75.6388927,FALSE,convenience,regular,940,Overbrook - McArthur, 
San Jose Mexican Foods,"1017B Carp Road, Ottawa, ON",(613) 413-2295,"International Grocery, Mexican, Food Trucks",2021-07-06,45.2725019,-75.9455961,FALSE,grocery,small,951,Stittsville, 
Sandy Hill Pet and People Food Co-op,"304 Wilbrod Street, Ottawa, ON K1N 6M1",(613) 321-5915,"Pet Stores, Health Food Store",2021-07-06,45.4274289,-75.6805365,FALSE,specialty,health store,949,Sandy Hill,CÃ´te-de-Sable
Sanguiccio,"183 Preston Street, Ottawa, ON K1R 7P8",NA,"Sandwiches, Imported Food",2021-08-26,45.4064902,-75.7127802,FALSE,specialty,deli meat cheese,957,West Centretown,Centre-Ville Ouest
Saputo Foods,"1275 Leeds Ave, Ottawa, ON K1B 3W2",NA,Health Food Store,2021-08-26,45.4034174,-75.6090004,FALSE,specialty,health store,917,East Industrial,Industriel-Est
Saslove's Meat Market,"50 Byward Market Square, Ottawa, ON K1N 7A2",NA,NA,2021-08-26,45.4273608,-75.6927851,FALSE,specialty,deli meat cheese,908,Byward Market,Marché By
Savannah Afro Caribbean Products,"1838 Bank Street, Ottawa, ON",(613) 731-7878,Grocery,2021-07-06,45.370372,-75.6646426,FALSE,grocery,small,903,Billings Bridge - Alta Vista, 
Savoir Fare,"E135-1385 Woodroffe Avenue, Ottawa, ON K2G 3G7",NA,"Bakeries, Patisserie/Cake Shop",2021-08-26,45.3470853,-75.7594786,FALSE,specialty,bakery,31,Cityview - Crestview - Meadowlands, 
Scrummie Scones,"5546 Manotick Main Street, Ottawa, ON K4M 1B3",NA,Bakeries,2021-08-26,45.2248788,-75.6840936,FALSE,specialty,bakery,64,Manotick, 
Second Avenue Sweets,"151B Second Avenue, Ottawa, ON K1S 2H6",NA,Bakeries,2021-08-26,45.4036138,-75.6893173,FALSE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Seed to Sausage General Store,"729 Gladstone Avenue, Ottawa, ON K1R 7B1",(613) 422-5202,NA,2021-08-26,45.4077548,-75.7044625,FALSE,specialty,deli meat cheese,957,West Centretown,Centre-Ville Ouest
Seoul Mart,"22 Pretoria Avenue, Ottawa, ON",(613) 567-9988,Grocery,2021-07-06,45.41029,-75.6853312,FALSE,grocery,small,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Serious Cheese,"442 Hazeldean Road, Kanata, ON K2L 1V2",NA,Cheese Shops,2021-08-26,45.2995219,-75.885129,FALSE,specialty,deli meat cheese,924,Glen Cairn - Kanata South Business Park,Glen Cairn - Parc d'Affaires Kanata-Sud
Shafie Food Centre,"1990 Russell Rd, Ottawa, ON K1G 4J6",NA,NA,2021-08-26,45.4008336,-75.624182,TRUE,grocery,large,919,Elmvale - Canterbury, 
Shafie Food Centre,"1655 Kilborn Ave, Ottawa, ON",(613) 523-1980,Grocery,2021-07-06,45.3877283,-75.6516525,TRUE,grocery,large,87,Playfair Park - Lynda Park - Guildwood Estates,Parc Playfair - Parc Lynda - Domaines Guildwood
Shawarma's King,"395 Bank Street, Ottawa, ON K2P 1Y3",NA,"Middle Eastern, Sandwiches",2021-08-26,45.413402,-75.6943592,FALSE,specialty,bakery,24,Centretown,Centre-Ville
Shell,"620 BOUL MALONEY O, GATINEAU, Quebec, J8T 8K7",+1 819 243 3353,NA,2021-08-26,45.48233,-75.6748739,TRUE,convenience,gas station,NA,NA,NA
Shell,"2975 ST. JOSEPH BLVD, ORLEANS, Ontario, K1C 7C2",+1 613 824 3999,NA,2021-08-26,45.4759521,-75.5165493,TRUE,convenience,gas station,915,Convent Glen - Orléans Woods, 
Shell,"1050 BOUL SAINT-JOSEPH, GATINEAU, Quebec, J8Z 1T3",+1 819 772 4194,NA,2021-08-26,45.4701334,-75.7376715,TRUE,convenience,gas station,NA,NA,NA
Shell,"1993 TENTH LINE RD, ORLEANS, Ontario, K4A 4H8",+1 613 837 0357,NA,2021-08-26,45.4617275,-75.487567,TRUE,convenience,gas station,920,Fallingbrook, 
Shell,"1668 CHEMIN PINK., GATINEAU, Quebec, J9J 3N7",+1 819 771 0653,NA,2021-08-26,45.4422245,-75.8153943,TRUE,convenience,gas station,NA,NA,NA
Shell,"20 BEECHWOOD AVE, VANIER, Ontario, K1L 8B3",+1 613 744 4228,NA,2021-08-26,45.4394218,-75.6765185,TRUE,convenience,gas station,953,Vanier North,Vanier Nord
Shell,"1 MONTREAL RD, VANIER, Ontario, K1L 6E8",+1 613 749 0775,NA,2021-08-26,45.4331764,-75.6696308,TRUE,convenience,gas station,953,Vanier North,Vanier Nord
Shell,"135 RUE MONTCALM, GATINEAU, Quebec, J8X 2M1",+1 819 776 5700,NA,2021-08-26,45.4289803,-75.7263084,TRUE,convenience,gas station,NA,NA,NA
Shell,"420 CH VANIER, GATINEAU, Quebec, J9J 3H8",+1 819 684 3823,NA,2021-08-26,45.414595,-75.8093074,TRUE,convenience,gas station,NA,NA,NA
Shell,"2232 ST. LAURENT BLVD, OTTAWA, Ontario, K1G 1B2",+1 613 731 1582,NA,2021-08-26,45.3890879,-75.6180771,TRUE,convenience,gas station,919,Elmvale - Canterbury, 
Shell,"962 MERIVALE RD, OTTAWA, Ontario, K1Z 6A2",+1 613 729 3234,NA,2021-08-26,45.3812484,-75.7334967,TRUE,convenience,gas station,18,Carlington, 
Shell,"1607 CARLING AVE, OTTAWA, Ontario, K2A 1C4",+1 613 729 5877,NA,2021-08-26,45.3806173,-75.7474147,TRUE,convenience,gas station,958,Westboro, 
Shell,"2238 CARLING AVE, OTTAWA, Ontario, K2B 7G1",+1 613 820 3662,NA,2021-08-26,45.3687677,-75.7731038,TRUE,convenience,gas station,106,Whitehaven - Queensway Terrace North,Whitehaven - Terrasse Queensway Nord
Shell,"1440 PRINCE OF WALES DR, OTTAWA, Ontario, K2C 1N6",+1 613 224 6210,NA,2021-08-26,45.3685855,-75.7016111,TRUE,convenience,gas station,16,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview
Shell,"1548 MERIVALE ROAD, NEPEAN, Ontario, K2G 3J8",+1 613 224 6313,NA,2021-08-26,45.3542357,-75.7361925,TRUE,convenience,gas station,31,Cityview - Crestview - Meadowlands, 
Shell,"2498 BANK ST, OTTAWA, Ontario, K1V 8S2",+1 613 523 2027,NA,2021-08-26,45.3534669,-75.6434228,TRUE,convenience,gas station,38,Emerald Woods - Sawmill Creek, 
Shell,"720 MARCH RD, KANATA, Ontario, K2K 2R9",+1 613 592 6206,NA,2021-08-26,45.3510018,-75.9267278,TRUE,convenience,gas station,907,Brookside - Briarbrook - Morgan's Grant, 
Shell,"2770 IRIS ST, OTTAWA, Ontario, K2C 1E6",+1 613 828 0694,NA,2021-08-26,45.3474764,-75.7882572,TRUE,convenience,gas station,54,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud
Shell,"1857 MERIVALE ROAD, NEPEAN, Ontario, K2G 1E3",+1 613 727 8774,NA,2021-08-26,45.3356254,-75.7239147,TRUE,convenience,gas station,51,Hunt Club South Industrial,Hunt Club Sud Industriel
Shell,"2653 MARCH ROAD, CARP, Ontario, K0A 1L0",+1 613 839 2404,NA,2021-08-26,45.3175498,-76.0504915,TRUE,convenience,gas station,911,Carp, 
Shell,"106 EAGLESON RD, KANATA, Ontario, K2L 2P1",+1 613 592 5613,NA,2021-08-26,45.3133439,-75.8826006,TRUE,convenience,gas station,929,Katimavik - Hazeldean, 
Shell,"473 TERRY FOX DR, KANATA, Ontario, K2T 1E8",+1 613 599 4980,NA,2021-08-26,45.3098791,-75.9209397,TRUE,convenience,gas station,928,Kanata Lakes - Arcardia, 
Shell,"2950 WOODROFFE AVENUE., NEPEAN, Ontario, K2J 4G3",+1 613 843 0216,NA,2021-08-26,45.2914954,-75.7279431,TRUE,convenience,gas station,937,Old Barrhaven East,Old Barrhaven Est
Shell,"3190 PRINCE OF WALES DRIVE, NEPEAN, Ontario, K2C 3H1",+1 613 823 0692,NA,2021-08-26,45.2868549,-75.7029312,TRUE,convenience,gas station,945,Rideau Crest - Davidson Heights, 
Shell,"2145 CARP RD., OTTAWA, Ontario, K0A 1L0",+1 613 836 3788,NA,2021-08-26,45.2792898,-75.9552931,TRUE,convenience,gas station,951,Stittsville, 
Sherwood Supermarket,"111 Sherwood Drive, Ottawa, ON K1Y 3V1",NA,"Grocery, Delis",2021-08-26,45.3961984,-75.7133342,FALSE,convenience,regular,957,West Centretown,Centre-Ville Ouest
Shiraz Market,"725 Somerset Street W, Ottawa, ON",(613) 563-1207,Grocery,2021-07-06,45.4106348,-75.7083867,FALSE,grocery,small,957,West Centretown,Centre-Ville Ouest
Shirin Market,"700 March Road, Ottawa, ON",(613) 591-7000,"Halal, International Grocery",2021-07-06,45.3501092,-75.9243828,FALSE,grocery,small,907,Brookside - Briarbrook - Morgan's Grant, 
Shiv Sky Store,"1833 Riverside Dr, Ottawa, ON K1G 0E8",NA,Convenience Stores,2021-08-26,45.4017636,-75.6668854,FALSE,convenience,regular,917,East Industrial,Industriel-Est
Shoppers,"2339 Ogilvie Rd , Ottawa",(613) 741-6465,NA,2021-08-26,45.4516814,-75.5979131,TRUE,grocery,large,93,Rothwell Heights - Beacon Hill North,Rothwell Heights - Beacon Hill Nord
Shoppers,"876 Montreal Road, Ottawa, ON",(613) 741-3660,NA,2021-08-26,45.4457968,-75.6301564,TRUE,grocery,large,912,Carson Grove - Carson Meadows, 
Shoppers,"541 Montreal Road , Ottawa",(613) 740-0616,NA,2021-08-26,45.4418209,-75.646244,TRUE,grocery,large,935,Manor Park, 
Shoppers,"150 Montreal Rd. , Ottawa",(613) 842-7544,NA,2021-08-26,45.4343364,-75.6646177,TRUE,grocery,large,954,Vanier South,Vanier Sud
Shoppers,"322 Rideau Street, Ottawa, ON",(613) 789-9700,NA,2021-08-26,45.4288897,-75.6847071,TRUE,grocery,large,949,Sandy Hill,CÃ´te-de-Sable
Shoppers,"50 Rideau St. , Ottawa",(613) 236-2533,NA,2021-08-26,45.4250234,-75.6909652,TRUE,grocery,large,949,Sandy Hill,CÃ´te-de-Sable
Shoppers,"1200 St. Laurent Blvd , Ottawa",(613) 745-7015,NA,2021-08-26,45.4219466,-75.6387057,TRUE,grocery,large,940,Overbrook - McArthur, 
Shoppers,"111 Albert Street, Unit #110 , Ottawa",(613) 235-5139,NA,2021-08-26,45.421018,-75.698194,TRUE,grocery,large,24,Centretown,Centre-Ville
Shoppers,"174 Bank St , Ottawa",(613) 232-5723,NA,2021-08-26,45.4181889,-75.6992434,TRUE,grocery,large,24,Centretown,Centre-Ville
Shoppers,"455 Bank Street , Ottawa",(613) 238-9041,NA,2021-08-26,45.4119191,-75.6931575,TRUE,grocery,large,24,Centretown,Centre-Ville
Shoppers,"1559 Alta Vista Dr , Ottawa",(613) 738-1445,NA,2021-08-26,45.4087609,-75.6571787,TRUE,grocery,large,947,Riverview, 
Shoppers,"702 Bank Street, Unit 700 , Ottawa",(613) 233-3202,NA,2021-08-26,45.4048452,-75.6897472,TRUE,grocery,large,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Shoppers,"778 Bank Street , Ottawa",(613) 234-8587,NA,2021-08-26,45.403274,-75.6888649,TRUE,grocery,large,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Shoppers,"1080 Bank Street , Ottawa",(613) 526-9537,NA,2021-08-26,45.3943503,-75.6838382,TRUE,grocery,large,83,Old Ottawa South,Vieil Ottawa-Sud
Shoppers,"410 Richmond Road , Ottawa",(613) 761-5575,NA,2021-08-26,45.3902682,-75.7569456,TRUE,grocery,large,931,Laurentian, 
Shoppers,"1309 Carling Ave , Ottawa",(613) 722-4277,NA,2021-08-26,45.3867692,-75.7355233,TRUE,grocery,large,28,Civic Hospital-Central Park,HÃ´pital Civique - Parc Central
Shoppers,"1582 Bank Street , Ottawa",(613) 523-9016,NA,2021-08-26,45.3791212,-75.6684444,TRUE,grocery,large,903,Billings Bridge - Alta Vista, 
Shoppers,"1180 Walkley Road , Ottawa",(613) 737-3344,NA,2021-08-26,45.3697843,-75.6636464,TRUE,grocery,large,927,Hunt Club Woods - Quintarra - Revelstoke,Hunt Club Woods - Quintarra - Revelstoke
Shoppers,"2148 Carling Ave, Unit #1 , Ottawa",(613) 725-9990,NA,2021-08-26,45.3694167,-75.7687714,TRUE,grocery,large,910,Carlingwood West - Glabar Park - McKellar Heights, 
Shoppers,"888 Meadowlands Dr E , Ottawa",(613) 225-6204,NA,2021-08-26,45.3671249,-75.7025045,TRUE,grocery,large,16,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview
Shoppers,"1460 Richmond Road , Ottawa",(613) 596-0509,NA,2021-08-26,45.3628466,-75.789612,TRUE,grocery,large,906,Britannia Village, 
Shoppers,"1469 Merivale Road , Ottawa",(613) 224-7270,NA,2021-08-26,45.3604808,-75.7343684,TRUE,grocery,large,950,Skyline - Fisher Heights, 
Shoppers,"3080 Carling Avenue , Ottawa",(613) 820-5350,NA,2021-08-26,45.3548434,-75.8044638,TRUE,grocery,large,901,Bayshore - Belltown, 
Shoppers,"2515 Bank St , Ottawa",(613) 523-9999,NA,2021-08-26,45.3542812,-75.6459712,TRUE,grocery,large,97,South Keys - Greenboro West,South Keys - Greenboro Ouest
Shoppers,"2446 Bank Street , Ottawa",(613) 247-9893,NA,2021-08-26,45.3526461,-75.6469143,TRUE,grocery,large,38,Emerald Woods - Sawmill Creek, 
Shoppers,"3310 Mccarthy Rd , Ottawa",(613) 523-2835,NA,2021-08-26,45.3506573,-75.6719591,TRUE,grocery,large,49,Hunt Club East - Western Community,Hunt Club Est - Communauté de l'Ouest
Shoppers,"1642 Merivale Rd , Ottawa",(613) 226-1155,NA,2021-08-26,45.3455841,-75.732034,TRUE,grocery,large,31,Cityview - Crestview - Meadowlands, 
Shoppers,"1821 Robertson Road , Ottawa",(613) 828-4487,NA,2021-08-26,45.3290888,-75.8192022,TRUE,grocery,large,6,Bells Corners East,Bells Corners Est
Shoppers,"181 Greenbank Road , Ottawa",(613) 820-1306,NA,2021-08-26,45.3281927,-75.779573,TRUE,grocery,large,108,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Woodvale - Craig Henry - Manordale - Domaines des Bois d'Arlington
Shoppers,"4744 Bank Street, Unit 1 , Ottawa",(613) 822-0366,NA,2021-08-26,45.3198157,-75.5942266,TRUE,grocery,large,921,Findlay Creek, 
Shoppers,"647 Earl Armstrong Road , Ottawa",(613) 822-6746,NA,2021-08-26,45.2693834,-75.6981271,TRUE,grocery,large,946,Riverside South - Leitrim,Riverside Sud - Leitrim
Silk Road Foods,"1618 Merivale Road, Ottawa, ON",(613) 695-3631,Grocery,2021-07-06,45.3474932,-75.7327351,FALSE,grocery,small,31,Cityview - Crestview - Meadowlands, 
Silver City Food Market,"1437 Ogilvie Rd, Ottawa, ON K1J 7P3",NA,Convenience Stores,2021-08-26,45.4318679,-75.6184619,FALSE,convenience,regular,912,Carson Grove - Carson Meadows, 
Silver City Food Market Two,"289 Queen Mary St, Ottawa, ON K1K 1X1",NA,NA,2021-08-26,45.4252801,-75.6530463,FALSE,grocery,small,940,Overbrook - McArthur, 
Silver Platter Catering,"500 Palladium Drive, Kanata, ON K2V 1C2",NA,Caterers,2021-08-26,45.2997419,-75.9127706,FALSE,specialty,deli meat cheese,929,Katimavik - Hazeldean, 
Simbad Bakery,"471 Hazeldean Road, Ottawa, ON K2L 4B8",NA,"Bakeries, Middle Eastern",2021-08-26,45.2986456,-75.8894566,FALSE,specialty,bakery,929,Katimavik - Hazeldean, 
Siren Bakery,"2575 Blackwell St, Ottawa, ON K1B 4E4",(613) 749-5608,NA,2021-08-26,45.4048395,-75.6087901,FALSE,specialty,bakery,917,East Industrial,Industriel-Est
Skela Foods,"1884 Merivale Road, Ottawa, ON K2G 1E6",NA,"Mediterranean, Delicatessen, Bakeries",2021-08-26,45.331727,-75.7234219,FALSE,specialty,bakery,65,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
Slater Street Market,"350 Slater St., Ottawa, ON K1A 0K1",NA,NA,2021-08-26,45.4177623,-75.7032745,TRUE,grocery,large,24,Centretown,Centre-Ville
Slater Street Market,"427 Laurier West, Ottawa, ON K1R 1B9",NA,Convenience Stores,2021-08-26,45.4172318,-75.7025806,TRUE,convenience,regular,24,Centretown,Centre-Ville
Slipacoff's Premium Meats,"1620 Laperriere Ave, Ottawa, ON K1Z 7T2",(613) 260-7444,NA,2021-08-26,45.375673,-75.7468163,FALSE,specialty,deli meat cheese,18,Carlington, 
SOBEY'S,"5150 Innes Road, Orleans, on, K4A 0G4",613-590-2205,Sobeys Trim and Innes,2021-05-01,45.469773,-75.4553161,TRUE,grocery,large,942,Portobello South, 
SOBEY'S,"2276 - Tenth Line Road, Orleans, on, K4A 0X4",613-590-9179,Sobeys Orleans,2021-05-01,45.4520629,-75.4849814,TRUE,grocery,large,942,Portobello South, 
SOBEY'S,"840 March Road, Kanata, on, K2W 0C9",613-599-8965,Sobeys March Road,2021-05-01,45.3579397,-75.9337228,TRUE,grocery,large,907,Brookside - Briarbrook - Morgan's Grant, 
SOBEY'S,"700 Terry Fox Drive, Kanata, on, K2L 4H4",613-831-1444,Sobeys Kanata,2021-05-01,45.2922484,-75.896023,TRUE,grocery,large,951,Stittsville, 
Solfarmers,"2413 Holly Ln, Ottawa, ON K1V 7P2",NA,NA,2021-08-26,45.3784615,-75.6392095,FALSE,grocery,small,932,Ledbury - Heron Gate - Ridgemont, 
South Asian Supermarket,"3059 Carling Ave, Ottawa, ON K2B 7K4",(613) 828-2221,NA,2021-08-26,45.3546544,-75.8074087,FALSE,grocery,small,901,Bayshore - Belltown, 
Spice Divine Indian Grocery Store,"1619 Carling Ave, Ottawa, ON K2A 1C4",NA,NA,2021-08-26,45.3804225,-75.7477074,FALSE,grocery,small,958,Westboro, 
Sports Supplement Experts,"384 Dalhousie Street, Ottawa, ON K1N 7G3",NA,Health Food Store,2021-08-26,45.4272707,-75.6900211,FALSE,specialty,health store,908,Byward Market,Marché By
St-Charles Food Market,"46 St Charles St, Vanier, ON K1L 7Z1",NA,NA,2021-08-26,45.4395935,-75.6722276,FALSE,grocery,small,953,Vanier North,Vanier Nord
Stacked Smoked Meat,"2679 Bank Street, Ottawa, ON K1T 1N1",NA,"Delis, Diners, Sandwiches",2021-08-26,45.3528797,-75.6349786,FALSE,specialty,deli meat cheese,52,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill
Star Convenience & Fast Food,"2592 Innes Rd, Ottawa, ON K1B 4Z6",NA,Convenience Stores,2021-08-26,45.4310038,-75.5653349,FALSE,convenience,regular,904,Blackburn Hamlet, 
Ste Anne Convenience,"308 Shakespeare St, Vanier, ON K1L 5M4",NA,NA,2021-08-26,45.4395184,-75.6592304,FALSE,grocery,small,953,Vanier North,Vanier Nord
Steele's Restaurant,"1900 Merivale Rd, Ottawa, ON K2G 4N4",NA,"Sandwiches, Breakfast &amp; Brunch, Burgers",2021-08-26,45.3303169,-75.7223384,FALSE,specialty,deli meat cheese,65,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
Stella Luna Gelato Cafe,"1103 Bank Street, Ottawa, ON K1S 3X4",NA,"Ice Cream &amp; Frozen Yogurt, Desserts, Cafes",2021-08-26,45.3939113,-75.6830647,FALSE,specialty,bakery,83,Old Ottawa South,Vieil Ottawa-Sud
Stolichni Deli,"2280 Carling Avenue, Ottawa, ON",(613) 828-4163,"Delis, Grocery",2021-07-06,45.3681421,-75.7743718,FALSE,grocery,small,106,Whitehaven - Queensway Terrace North,Whitehaven - Terrasse Queensway Nord
Store Homeland,"46 Garland St, Ottawa, ON K1Y 2A7",NA,Convenience Stores,2021-08-26,45.4063636,-75.7243021,FALSE,convenience,regular,47,Hintonburg - Mechanicsville, 
Strawberry Blonde Bakery,"111 Richmond Road, Ottawa, ON K1Z 6V9",NA,Bakeries,2021-08-26,45.3963825,-75.743592,TRUE,specialty,bakery,958,Westboro, 
Strawberry Blonde Bakery,"767 Silver Seven Rd, Ottawa, ON K2V 0A1",NA,"Bakeries, Desserts",2021-08-26,45.3021248,-75.9136793,TRUE,specialty,bakery,929,Katimavik - Hazeldean, 
Stubbe Chocolates & More,"500 Hazeldean Road, Kanata, ON K2L 2B5",NA,"Chocolatiers &amp; Shops, Bakeries",2021-08-26,45.2933502,-75.8937131,FALSE,specialty,bakery,924,Glen Cairn - Kanata South Business Park,Glen Cairn - Parc d'Affaires Kanata-Sud
Sultan Supermarket South,"2446 Bank Street, Ottawa, ON K1V 1A4",(613) 247-2100,NA,2021-08-26,45.3526461,-75.6469143,FALSE,grocery,small,38,Emerald Woods - Sawmill Creek, 
