name,address,phone,Y,X,note,address2,update_date,category,lat,lng,geometry
Panera Bread,"320 West Hunt Club Road, Ottawa, ON K2E 1A5",NA,NA,NA,"Salad, Soup, Sandwiches",NA,NA,bakery,45.3389282,-75.71355,"c(366436.241881173, 5022409.82206888)"
Voila Gluten-Free Bakeree,"4055 Carling Avenue, Ottawa, ON K2K 2A4",NA,NA,NA,"Bakeries, Desserts, Gluten-Free",NA,NA,bakery,45.3387049,-75.9075134,"c(351234.987612306, 5022254.88956781)"
Tytan Sport Nutrition,"1 Roydon Pl, Ottawa, ON K2E 1A3",NA,NA,NA,Health Food Store,NA,NA,health store,45.3386406,-75.7255251,"c(365498.028361606, 5022368.76822192)"
Costco,"1849 Merivale Rd, K2G 1E3 Ottawa",NA,45.3377624,-75.7224261,NA,NA,NA,grocery,45.3377624,-75.7224261,"c(365741.848655851, 5022273.51628251)"
OK Mart,"141 Bentley Ave Unit #G, Nepean, ON K2E 6T7",NA,45.337172,-75.7113058,NA,NA,NA,grocery,45.337172,-75.7113058,"c(366614.036781511, 5022216.38027645)"
METRO,"4048 Carling Avenue, Kanata, ON K2K 1Y1",613-599-0470,45.33802,-75.90768,Metro March Rd.,"Kanata, ON K2K 1Y1",2021-05-01,grocery,45.3371417,-75.9072525,"c(351256.713424908, 5022081.32595151)"
Rexall,"4048 Carling Ave, Kanata, ON K2K 1Y1",NA,45.3371417,-75.9072525,NA,NA,NA,grocery,45.3371417,-75.9072525,"c(351256.713424908, 5022081.32595151)"
Nate'e Deli Express,"6 Antares Drive, Ottawa, ON K2E 8A9",NA,NA,NA,"Breakfast &amp; Brunch, Delis",NA,NA,deli meat cheese,45.3364876,-75.7064342,"c(366996.598255091, 5022144.0748394)"
Bombay Spices Ottawa,"565 W Hunt Club Rd unit-3, Nepean, ON K2G 5W5",NA,45.3358623,-75.7285727,NA,NA,NA,grocery,45.3358623,-75.7285727,"c(365262.135350322, 5022057.7316403)"
Dollarama,"565 West Hunt Club Rd, Nepean, ON, K2G 5W5",16132247204,45.3358623,-75.7285727,NA,NA,NA,convenience,45.3358623,-75.7285727,"c(365262.135350322, 5022057.7316403)"
Uplands Minimart,"20 Curtis Private, Gloucester, ON K1V 7M1",NA,45.3358568,-75.6677476,Convenience Stores,NA,NA,convenience,45.3358568,-75.6677476,"c(370029.425507131, 5022104.57527732)"
Shell,"1857 MERIVALE ROAD, NEPEAN, Ontario, K2G 1E3",+1 613 727 8774,45.3356254,-75.7239147,NA,NA,NA,convenience,45.3356254,-75.7239147,"c(365627.468694674, 5022034.91243099)"
Dollar Tree,"525 West Hunt Club Road, Nepean Crossroads Center, Nepean, ON, K2G 5W5",613-224-6990,45.3351046,-75.7274794,NA,NA,NA,convenience,45.3351046,-75.727479399999993,"c(365348.632343775, 5021974.35182505)"
Circle K,"1545 Woodroffe Ave., NEPEAN, Canada",NA,45.3343192,-75.7517676,"car_wash, gas, diesel, atm, coffee, polar_pop, froster",NA,NA,convenience,45.3343192,-75.7517676,"c(363445.783208326, 5021869.10328839)"
Ottawa Valley Meats,"22 Antares Dr Unit J, Ottawa, ON",613-402-8898,45.3342893,-75.7090259,NA,NA,NA,deli meat cheese,45.3342893,-75.7090259,"c(366795.869788786, 5021897.78624195)"
Pinewood Orchards,"101 Herzberg Road, Nepean, ON K2K 2Y3",NA,NA,NA,Farmers' Market,NA,NA,farmer's market,45.3341227,-75.8900789,"c(352605.237710805, 5021755.88094673)"
T&T,"224 Hunt Club Road  Ottawa, ON. K1V 1C1",613-731-8113,45.3339133,-75.6905898,Ottawa Store,NA,2021-05-01,grocery,45.3339133,-75.6905898,"c(368241.294336874, 5021870.35647593)"
Petro-Canada,"4000 Riverside Drive, Ottawa, Ontario, K1V2E8",6132499089,45.3338503,-75.6939619,NA,NA,NA,convenience,45.3338503,-75.6939619,"c(367977.060521865, 5021860.7052972)"
Dollarama,"228 Hunt Club Rd, Ottawa, ON, K1V1C1",16132472138,45.3335674,-75.6913084,NA,NA,NA,convenience,45.3335674,-75.6913084,"c(368185.356639256, 5021831.35193694)"
Circle K,"2162 Prince Of Wales DR, NEPEAN, Canada",NA,45.3333553,-75.7018235,"car_wash, gas, diesel, atm, polar_pop, froster, redbull_shop",NA,NA,convenience,45.3333553,-75.7018235,"c(367361.415764265, 5021799.56184224)"
Keyur Tuck Shop,"33 Banner Rd, Nepean, ON K2H 8V7",NA,45.3328836,-75.7864359,Convenience Stores,NA,NA,convenience,45.3328836,-75.7864359,"c(360729.927594635, 5021684.9148)"
Quickie,"1 CHARTWELL AVENUE, Ottawa, Ontario, K2G 4C6",613-226-7676,45.3323407,-75.7701227,NA,NA,NA,convenience,45.3323407,-75.7701227,"c(362009.11982292, 5021636.03939523)"
Skela Foods,"1884 Merivale Road, Ottawa, ON K2G 1E6",NA,NA,NA,"Mediterranean, Delicatessen, Bakeries",NA,NA,bakery,45.331727,-75.7234219,"c(365670.269335847, 5021602.06685747)"
Quickie,"4505 BANK STREET, Ottawa, Ontario, K1T 3W5",613-822-2301,45.331419,-75.5996245,NA,NA,NA,convenience,45.331419,-75.5996245,"c(375374.215902299, 5021668.83848196)"
Carb Free Baking Co.,"52 Antares Dr, Ottawa, ON K2E 7Z1",NA,NA,NA,"Desserts, Bakeries, Specialty Food",NA,NA,bakery,45.3310377,-75.7103622,"c(366694.673755937, 5021535.41793336)"
Casa Dei Panini,"52 Antares Drive, Ottawa, ON K2E 7Z1",NA,NA,NA,"Sandwiches, Italian, Breakfast &amp; Brunch",NA,NA,deli meat cheese,45.3310377,-75.7103622,"c(366694.673755937, 5021535.41793336)"
MacEwen Vars,"104 St Guillaume Rd, Vars, ON K0A 3H0",613-443-9426,45.3308521,-75.346099,NA,NA,NA,convenience,45.3308521,-75.346099,"c(395247.207020672, 5021859.22504631)"
Mac's,"1031 Teron Rd., KANATA, Canada",NA,45.3305788,-75.9003508,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.3305788,-75.9003508,"c(351803.06429871, 5021356.01326856)"
Encore Deli-cious Sandwiches,"58 Antares Dr, Ottawa, ON K2E 7W6",NA,NA,NA,Delis,NA,NA,deli meat cheese,45.3303677,-75.7098027,"c(366739.259685362, 5021461.39285213)"
Frankie's Deli,"58 Antares Drive, Ottawa, ON K2E 7W6",NA,NA,NA,"Delis, Italian",NA,NA,deli meat cheese,45.3303677,-75.7098027,"c(366739.259685362, 5021461.39285213)"
Steele's Restaurant,"1900 Merivale Rd, Ottawa, ON K2G 4N4",NA,NA,NA,"Sandwiches, Breakfast &amp; Brunch, Burgers",NA,NA,deli meat cheese,45.3303169,-75.7223384,"c(365756.709582577, 5021446.18589908)"
METRO,"#2 - 1811 Robertson Road, Nepean, ON K2H 8X3",613-721-7028,45.32872,-75.81759,Metro Stafford Centre,"Nepean, ON K2H 8X3",2021-05-01,grocery,45.3302476,-75.8171021,"c(358328.761914425, 5021371.15033342)"
Drummond's Gas,"1925 Merivale Road, Nepean, ON K2G 1E7",NA,45.3296415,-75.7205072,NA,NA,NA,convenience,45.3296415,-75.7205072,"c(365900.973633388, 5021372.51794058)"
Awami Bazaar,"26 Northside Rd Unit 18, Nepean, ON K2H 5Z3",NA,45.3295166,-75.8138026,NA,NA,NA,grocery,45.3295166,-75.8138026,"c(358588.084101013, 5021292.11410574)"
Barleygreen Aim Distributor,"57 Sherry Ln, Nepean, ON K2G 3L4",NA,NA,NA,Health Food Store,NA,NA,health store,45.3294278,-75.7558268,"c(363132.648226474, 5021322.58924757)"
Shoppers,"1821 Robertson Road , Ottawa",(613) 828-4487,45.3290888,-75.8192022,NA,NA,NA,grocery,45.3290888,-75.8192022,"c(358165.23444979, 5021240.98307807)"
The Butchery,"1821 Robertson Road, Ottawa, ON K2H 8X3",NA,NA,NA,"Meat Shops, Delis, Burgers",NA,NA,deli meat cheese,45.3290888,-75.8192022,"c(358165.23444979, 5021240.98307807)"
Maple Hill Urban Farm,"200 Moodie Drive, Ottawa, ON K2H 8K6",NA,NA,NA,Farmers' Market,NA,NA,farmer's market,45.3290301,-75.8440551,"c(356217.16103685, 5021218.29783874)"
Kardish Health Food Centre,"1831 Robertson Road, Ottawa, ON K2H 8X3",NA,NA,NA,"Health Food Store, Grocery",NA,NA,health store,45.3282713,-75.8194738,"c(358144.712118208, 5021149.95687538)"
Shoppers,"181 Greenbank Road , Ottawa",(613) 820-1306,45.3281927,-75.779573,NA,NA,NA,grocery,45.3281927,-75.779573,"c(361272.510530879, 5021168.41670912)"
Giant Tiger,"1861 Robertson Road, Ottawa, ON, K2H 9N5",613-828-2281,45.3280758,-75.8210352,NA,NA,NA,convenience,45.3280758,-75.8210352,"c(358022.501105574, 5021127.19887166)"
Forever Living Products,"58 Promenade Ave, Nepean, ON K2E 5X8",NA,NA,NA,Health Food Store,NA,NA,health store,45.3276785,-75.7039663,"c(367199.695850081, 5021167.05408777)"
Petro-Canada,"1881 Robertson Road, Nepean, Ontario, K2H5B7",6136882203,45.3273421,-75.821492,NA,NA,NA,convenience,45.3273421,-75.821492,"c(357987.380278773, 5021045.3633293)"
Circle K,"1856 Robertson RD, OTTAWA, Canada",NA,45.3271403,-75.8197411,"car_wash, gas, diesel, atm, coffee",NA,NA,convenience,45.3271403,-75.8197411,"c(358124.820391997, 5021024.09529413)"
JnJ Bakery Cafe,"26 Caesar Avenue, Ottawa, ON K2G 0B2",NA,NA,NA,Bakeries,NA,NA,bakery,45.32658,-75.7241403,"c(365619.467670944, 5021029.55363775)"
Desi Price Club,"1950 Merivale Rd Unit-13, Nepean, ON K2G 5T5",NA,NA,NA,NA,NA,NA,grocery,45.326052,-75.7198339,"c(365957.613380019, 5020974.13856319)"
Via Slack Coffee,"1950 Merivale Road, Ottawa, ON K2G 5T5",NA,NA,NA,"Coffee &amp; Tea, Patisserie/Cake Shop, Delis",NA,NA,deli meat cheese,45.326052,-75.7198339,"c(365957.613380019, 5020974.13856319)"
METRO,"250 Greenbank Road, Nepean, ON K2H 8P3",613-828-9321,45.32454,-75.78059,Metro Greenbank Square,"Nepean, ON K2H 8P3",2021-05-01,grocery,45.3253982,-75.7798765,"c(361251.495661205, 5020857.65971035)"
Anna Mae's Cakery,"40 Zokol Cres, Ottawa, ON K2K 2K4",NA,NA,NA,Bakeries,NA,NA,bakery,45.3253371,-75.9160943,"c(350573.243651281, 5020764.45399948)"
LOBLAWS,"2065A Robertson Rd, Ottawa, Ontario, K2H 5H9",6138299770,45.324403,-75.832437,Robertson Road,"Ottawa, Ontario, K2H 5H9",2021-05-01,grocery,45.3245571,-75.8330591,"c(357083.212358445, 5020728.30354683)"
Hasi Bakery,"250 Greenbank Road, Ottawa, ON K2H 8X4",NA,NA,NA,Bakeries,NA,NA,bakery,45.3244028,-75.7795626,"c(361277.091828061, 5020747.26395474)"
The Joy of Gluten Free,"250 Greenbank Road, Ottawa, ON K2H 8X4",NA,NA,NA,Bakeries,NA,NA,bakery,45.3244028,-75.7795626,"c(361277.091828061, 5020747.26395474)"
Afrimarketplace,"269 Greenbank Rd, Nepean, ON K2H 8K9",NA,45.3243768,-75.7778245,NA,NA,NA,grocery,45.3243768,-75.7778245,"c(361413.372149826, 5020745.5944894)"
Frank's Catering & Baked Goods,"283 Greenbank Road, Ottawa, ON",(613) 421-6661,45.32429705,-75.77770071,"Bakeries, Sandwiches, Delis",NA,2021-07-06,bakery,45.3242692,-75.7776888,"c(361424.117247466, 5020733.73259402)"
The Bagel Place,"283 Greenbank Rd, Ottawa, ON K2C 4G1",NA,NA,NA,"Bakeries, Bagels",NA,NA,bakery,45.3242692,-75.7776888,"c(361424.117247466, 5020733.73259402)"
WO Stinson & Son,"4728 Bank Street, Ottawa, ON K1T 3W7",NA,45.3241221,-75.5965773,"Gas Stations, Convenience Stores, Propane",NA,NA,convenience,45.3241221,-75.5965773,"c(375622.157880651, 5020860.63046106)"
Circle K,"299 Greenbank Rd., NEPEAN, Canada",NA,45.3237882,-75.7773955,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.3237882,-75.7773955,"c(361447.589286675, 5020680.48672283)"
Mr. Beef,"223 Mcwatty Rd, Pakenham, ON K0A 2X0",NA,45.3218881,-76.2969384,NA,NA,NA,grocery,45.3218881,-76.2969384,"c(320719.271687937, 5020235.37428035)"
Canadian Tire Gas Bar,"2135 Robertson Road, Nepean, ON, K2H 5Z2",6138299580,45.3218168,-75.8362395,NA,NA,NA,convenience,45.3218168,-75.8362395,"c(356836.401419571, 5020421.72358215)"
Rochon Garden,"1101 York's Corners Road, Edwards, ON K0A 1V0",NA,NA,NA,Farmers' Market,NA,NA,farmer's market,45.321304,-75.464271,"c(385998.082065186, 5020672.28491688)"
Kanata Kash N Karry,"60 Colchester Square, Ottawa, ON",(613) 435-5355,45.32099027,-75.88973712,Grocery,NA,2021-07-06,grocery,45.320946,-75.8896096,"c(352653.114966212, 5020291.87237697)"
Circle K,"418 Moodie Drive, NEPEAN, Canada",NA,45.3208341,-75.8331709,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.3208341,-75.8331709,"c(357077.872130757, 5020314.50556509)"
Rexall,"2144 Robertson Road, Nepean, ON K2H 5Z1",NA,45.320755,-75.8358271,NA,NA,NA,grocery,45.320755,-75.8358271,"c(356869.704688532, 5020303.99549168)"
Shoppers,"4744 Bank Street, Unit 1 , Ottawa",(613) 822-0366,45.3198157,-75.5942266,NA,NA,NA,grocery,45.3198157,-75.5942266,"c(375811.816477912, 5020384.14297222)"
FRESHCO,"2150 Robertson Road, Nepean, on, K2H 9S1",613-726-8038,45.31919,-75.83553,FreshCo Robertson & Moodie,"Nepean, on, K2H 9S1",2021-05-01,grocery,45.3194282,-75.8366715,"c(356804.719402911, 5020156.00706341)"
FRESHCO,"4750 Bank Street, Ottawa, on, K1J 0K8",613-822-4549,45.31869,-75.59575,FreshCo Bank & Findley Creek,"Ottawa, on, K1J 0K8",2021-05-01,grocery,45.3191181,-75.5957883,"c(375690.250671388, 5020305.24574445)"
Maison,"4750 Bank Street, Ottawa, ON",(613) 822-4549,45.31912119,-75.59572515,"Grocery, Bakeries, Delis",NA,2021-07-06,deli meat cheese,45.3191181,-75.5957883,"c(375690.250671388, 5020305.24574445)"
Canadian Tire Gas Bar,"4776 Bank Street, Gloucester, ON, K1T 0K8",6138221289,45.3185859,-75.5945576,NA,NA,NA,convenience,45.3185859,-75.5945576,"c(375787.402141418, 5020247.18760399)"
Circle K,"715 Limoges Road, LIMOGES, Canada",NA,45.3184163,-75.2443258,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.3184163,-75.2443258,"c(403246.110457533, 5020596.58868881)"
Barada Mart,"105 Shuttleworth Dr., Ottawa, ON K1T 0W7",NA,45.3182782,-75.5925853,NA,NA,NA,grocery,45.3182782,-75.5925853,"c(375942.416982181, 5020214.73341174)"
Canadian Tire Gas Bar,"4778 Bank Street, Gloucester, ON, K1T 0K8",6138226869,45.3180646,-75.5927572,NA,NA,NA,convenience,45.3180646,-75.5927572,"c(375929.207087767, 5020190.84497688)"
Free Range Meat & Deli,"194 Robertson Rd, Ottawa, ON K2H 9J5",NA,NA,NA,"Delicatessen, Meat Shops",NA,NA,deli meat cheese,45.3176435,-75.843842,"c(356244.169988481, 5019953.076169)"
Nature's Care Health Products Limited,"150 Robertson Rd, Ottawa, ON K2H 9S1",NA,NA,NA,Health Food Store,NA,NA,health store,45.3176435,-75.843842,"c(356244.169988481, 5019953.076169)"
Shell,"2653 MARCH ROAD, CARP, Ontario, K0A 1L0",+1 613 839 2404,45.3175498,-76.0504915,NA,NA,NA,convenience,45.3175498,-76.0504915,"c(340042.475650913, 5019831.50911561)"
Allspice Superstore,"194 Robertson Rd, Ottawa, ON",(613) 829-3395,45.30407235,-75.87677744,Grocery,NA,2021-07-06,grocery,45.3173858,-75.8444531,"c(356196.491456827, 5019924.04883111)"
Little Euro Delicatessen,"2 Goldridge Dr, Kanata, ON K2T 1C7",(613) 271-0608,NA,NA,NA,NA,NA,grocery,45.316109,-75.9206246,"c(350225.480469579, 5019736.40029082)"
Quickie,"2 GOLDRIDGE DRIVE, Kanata, Ontario, K2T 1C7",613-592-8019,45.316109,-75.9206246,NA,NA,NA,convenience,45.316109,-75.9206246,"c(350225.480469579, 5019736.40029082)"
Morning Owl Coffeehouse & Variety,"1047 Canadian Shield Avenue, Ottawa, ON K2K",NA,NA,NA,Coffee &amp; Tea,NA,NA,bakery,45.3150134,-75.9016144,"c(351716.864090574, 5019625.54195302)"
Shell,"106 EAGLESON RD, KANATA, Ontario, K2L 2P1",+1 613 592 5613,45.3133439,-75.8826006,NA,NA,NA,convenience,45.3133439,-75.8826006,"c(353209.075971755, 5019451.26182274)"
FOOD BASICS,150 Katimavik Road Kanata K2L 2N2,613-592-2942,45.3124188,-75.8958402,NA,NA,2021-05-01,grocery,45.3124188,-75.8958402,"c(352171.755986219, 5019340.59055606)"
General Nutrition,"400 Earl Grey Drive, Kanata, ON K2T 1B9",NA,NA,NA,"Shopping, Health Food Store",NA,NA,health store,45.3114428,-75.9142711,"c(350727.390524527, 5019221.46189179)"
Healthy Planet Kanata,"400 Earl Grey Dr, Ottawa, ON",(613) 366-5117,45.3116205,-75.9153472,"Vitamins & Supplements, Grocery, Health Food Store",NA,2021-07-06,health store,45.3114428,-75.9142711,"c(350727.390524527, 5019221.46189179)"
WALMART,"500 Earl Grey Dr, Kanata, ON, K2T 1B6",613-599-6765,45.310865,-75.913884,Kanata Store,"Kanata, ON, K2T 1B6",2021-05-01,grocery,45.3112546,-75.9127711,"c(350845.158873602, 5019201.40378957)"
Kanata Farmers' Market,"745 Kanata Ave, Ottawa, ON K2T 1H9",NA,NA,NA,Farmers' Market,NA,NA,farmer's market,45.3109367,-75.909642,"c(351090.773196334, 5019167.86921383)"
Maguro Cafe & Bakery,"745 Kanata Ave, Ottawa, ON K2T 1H9",NA,NA,NA,"Bakeries, Specialty Food, Japanese",NA,NA,bakery,45.3109367,-75.909642,"c(351090.773196334, 5019167.86921383)"
Farm Boy,"499 Terry Fox Drive, Ottawa, ON K2T 1H7",613-271-8727,45.31007509,-75.92214241,NA,"Ottawa, ON
K2T 1H7",2021-05-14,grocery,45.3108116,-75.9199686,"c(350281.150769314, 5019148.08752369)"
Kardish Health Food Centre,"499 Terry Fox Drive, Ottawa, ON",(613) 224-1414,45.31007509,-75.92214241,Grocery,NA,2021-07-06,health store,45.3108116,-75.9199686,"c(350281.150769314, 5019148.08752369)"
The Unrefined Olive,"499 Terry Fox Drive, Ottawa, ON K2T 1H7",NA,NA,NA,Specialty Food,NA,NA,bakery,45.3108116,-75.9199686,"c(350281.150769314, 5019148.08752369)"
Mommy's Yummies Food,"15 Grenfell Crescent, Nepean, ON K2G 0G3",NA,NA,NA,Health Food Store,NA,NA,health store,45.3104886,-75.7379324,"c(364555.220692576, 5019231.04874379)"
LOBLAWS,"200 Earl Grey Dr, Ottawa, Ontario, K2T 1B6",6135993840,45.309942,-75.916618,Earl Grey Drive,"Ottawa, Ontario, K2T 1B6",2021-05-01,grocery,45.3100558,-75.9164635,"c(350556.599093656, 5019066.08207619)"
Circle K,"501 Terry Fox DR, KANATA, Canada",NA,45.3100283,-75.918045,"car_wash, gas, diesel, atm, redbull_shop",NA,NA,convenience,45.3100283,-75.918045,"c(350432.611714505, 5019062.12938937)"
Shell,"473 TERRY FOX DR, KANATA, Ontario, K2T 1E8",+1 613 599 4980,45.3101937,-75.9194641,NA,NA,NA,convenience,45.3098791,-75.9209397,"c(350205.749928398, 5019043.91431243)"
Mac's,"13 Kakulu Rd., KANATA, Canada",NA,45.3095761,-75.8812653,"atm, coffee, polar_pop, froster, redbull_shop",NA,NA,convenience,45.3094398,-75.8816581,"c(353286.304375985, 5019017.97872096)"
Canadian Tire Gas Bar,"500 Terry Fox Drive, Kanata, ON, K2T 1C3",6132548366,45.3086126,-75.916439,NA,NA,NA,convenience,45.3086126,-75.916439,"c(350559.681490846, 5018905.71799682)"
Petro-Canada,"570 Terry Fox Dr, Kanata, Ontario, K2T1L2",6135990491,45.308046,-75.9156519,NA,NA,NA,convenience,45.308046,-75.9156519,"c(350621.858103813, 5018843.20085281)"
AromessÃ¶ CafÃ©,"8555 Campeau Drive, Ottawa, ON K2T 0K5",NA,NA,NA,"Coffee &amp; Tea, Bakeries, Creperies",NA,NA,bakery,45.3058837,-75.923067,"c(350042.120745448, 5018598.72263942)"
Cheesecake Factory,"8555 Campeau Drive, Ottawa, ON K2T 0K5",NA,NA,NA,Bakeries,NA,NA,bakery,45.3058837,-75.923067,"c(350042.120745448, 5018598.72263942)"
Circle K,"401 Hazeldean RD, KANATA, Canada",NA,45.3041528,-75.8776654,"car_wash, gas, diesel, atm, redbull_shop",NA,NA,convenience,45.3041528,-75.8776654,"c(353603.922273379, 5018432.86228173)"
Costco,"770 Silver Seven Rd, K2V 0A1 Kanata",NA,45.3026258,-75.9131164,NA,NA,NA,grocery,45.3026258,-75.9131164,"c(350825.066111854, 5018242.31727343)"
Xcheaters-Bistro,"300 Eagleson Road, Ottawa, ON K2M 2C3",NA,NA,NA,Desserts,NA,NA,bakery,45.3023709,-75.8777644,"c(353597.687324839, 5018234.78597381)"
YIG,"300 Eagleson Rd, Kanata, Ontario, K2M 1C9",6135923850,45.301498,-75.877672,Laura's Your Independent Grocer,"Kanata, Ontario, K2M 1C9",2021-05-01,grocery,45.3023709,-75.8777644,"c(353597.687324839, 5018234.78597381)"
Petro-Canada,"7 Carbrooke St., Kanata, Ontario, K2L1B1",6138311667,45.3023544,-75.8791186,NA,NA,NA,convenience,45.3023544,-75.8791186,"c(353491.500831609, 5018232.13341551)"
Strawberry Blonde Bakery,"767 Silver Seven Rd, Ottawa, ON K2V 0A1",NA,NA,NA,"Bakeries, Desserts",NA,NA,bakery,45.3021248,-75.9136793,"c(350781.326914673, 5018186.32161169)"
Mike's Garden Harvest,"436 River Rd, Gloucester, ON K1V 1E7",NA,45.3017972,-75.6968555,NA,NA,NA,grocery,45.3017972,-75.6968555,"c(367785.764375116, 5018296.48249878)"
Van Leeuwen Centre,"420 Hazeldean Road, Ottawa, ON K2L 4B2",NA,NA,NA,Shopping Centres,NA,NA,health store,45.3014469,-75.8805222,"c(353382.201157273, 5018130.43914875)"
Farm Boy,"457 Hazeldean Road, Ottawa, ON K2L 1V1",613-836-8085,45.30008009,-75.88621156,NA,"Ottawa,Â ON
K2L 1V1",2021-05-14,grocery,45.3001758,-75.8857221,"c(352975.478526733, 5017986.06524506)"
Silver Platter Catering,"500 Palladium Drive, Kanata, ON K2V 1C2",NA,NA,NA,Caterers,NA,NA,deli meat cheese,45.2997419,-75.9127706,"c(350854.519538543, 5017922.03708469)"
Grace in the Kitchen,"442 Hazeldean Rd, Ottawa, ON K2L 1V2",(613) 521-4818,NA,NA,NA,NA,NA,grocery,45.2995219,-75.885129,"c(353022.547397609, 5017913.75430324)"
Serious Cheese,"442 Hazeldean Road, Kanata, ON K2L 1V2",NA,NA,NA,Cheese Shops,NA,NA,deli meat cheese,45.2995219,-75.885129,"c(353022.547397609, 5017913.75430324)"
Pesto's Italian Delicatessen,"471 Hazeldean Road, Kanata, ON K2L 4B8",NA,NA,NA,"Delis, Sandwiches, Italian",NA,NA,deli meat cheese,45.2986456,-75.8894566,"c(352683.884007756, 5017813.7942882)"
Simbad Bakery,"471 Hazeldean Road, Ottawa, ON K2L 4B8",NA,NA,NA,"Bakeries, Middle Eastern",NA,NA,bakery,45.2986456,-75.8894566,"c(352683.884007756, 5017813.7942882)"
Nutrition by Nature,"462 Hazeldean Road, Kanata, ON K2L 1V3",NA,NA,NA,Health Food Store,NA,NA,health store,45.2981401,-75.8872192,"c(352859.786482724, 5017758.95142718)"
Sweets Cupcakes Candy And More,"462 Hazeldean Road, Kanata, ON K2L 1V3",NA,NA,NA,"Bakeries, Desserts, Custom Cakes",NA,NA,bakery,45.2981401,-75.8872192,"c(352859.786482724, 5017758.95142718)"
Petro-Canada,"3320 Fallowfield Road, Nepean, Ontario, K2J4P5",6138251557,45.2979737,-75.7318443,NA,NA,NA,convenience,45.2979737,-75.7318443,"c(365045.855242556, 5017844.84376089)"
Circle K,"44 Edgewater ST, KANATA, Canada",NA,45.2975093,-75.9009396,"car_wash, gas, coffee, redbull_shop",NA,NA,convenience,45.2975093,-75.9009396,"c(351784.230513923, 5017680.76404256)"
MacEwen Rideau Road,"5026 Bank Street, Gloucester, ON K1X 1G8",613-822-9923,45.2971137,-75.5807549,NA,NA,NA,convenience,45.2971137,-75.5807549,"c(376896.76127654, 5017873.30914929)"
The Log Farm,"670 Cedarview Road, Nepean, ON K2R 1E5",NA,NA,NA,"Farms, Farmers' Market",NA,NA,farmer's market,45.2964053,-75.7917806,"c(360346.631283106, 5017627.50364907)"
Best Price Oriental Market,"484 Hazeldean Road, Ottawa, ON",(613) 836-2831,45.29625876,-75.89000576,Grocery,NA,2021-07-06,grocery,45.2959208,-75.8900792,"c(352637.345671422, 5017510.62735935)"
Oui8 Bakery,"501 Hazeldean Road, Kanata, ON K2L 1V6",NA,NA,NA,Bakeries,NA,NA,bakery,45.295788,-75.8934843,"c(352370.387782929, 5017493.85469101)"
HUNTMAR,"225 HUNTMAR DR, KANATA, ON",NA,45.2942842,-75.9276597,NA,NA,NA,convenience,45.2942842,-75.9276597,"c(349691.121735568, 5017307.14324074)"
Mac's,"100 Castlefrank Rd., KANATA, Canada",NA,45.2936647,-75.8816465,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.2936647,-75.8816465,"c(353300.662650409, 5017264.95406316)"
La Provence Bakery,"500 Hazeldean Road, Kanata, ON K2L 2B5",NA,NA,NA,"Bakeries, Desserts",NA,NA,bakery,45.2933502,-75.8937131,"c(352354.479971333, 5017222.81583921)"
Stubbe Chocolates & More,"500 Hazeldean Road, Kanata, ON K2L 2B5",NA,NA,NA,"Chocolatiers &amp; Shops, Bakeries",NA,NA,bakery,45.2933502,-75.8937131,"c(352354.479971333, 5017222.81583921)"
Circle K,"62 Stonehaven, KANATA, Canada",NA,45.2923085,-75.8578066,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.2923085,-75.8578066,"c(355171.749220548, 5017128.86424298)"
Barrhaven Market,"2900 Woodroffe Avenue, Ottawa, ON",(613) 825-6276,45.29239053,-75.7287021,International Grocery,NA,2021-07-06,grocery,45.2922857,-75.7289418,"c(365279.542081555, 5017214.93059135)"
SOBEY'S,"700 Terry Fox Drive, Kanata, on, K2L 4H4",613-831-1444,45.292704,-75.895607,Sobeys Kanata,"Kanata, on, K2L 4H4",2021-05-01,grocery,45.2922484,-75.896023,"c(352174.218957156, 5017099.01681996)"
Shell,"2950 WOODROFFE AVENUE., NEPEAN, Ontario, K2J 4G3",+1 613 843 0216,45.2914954,-75.7279431,NA,NA,NA,convenience,45.2914954,-75.7279431,"c(365358.718238436, 5017127.85724287)"
Petro-Canada,"2222 Route 500 West, Box 959, Embrun, Ontario, K0A1W0",6134435551,45.290931,-75.228436,NA,NA,NA,convenience,45.290931,-75.228436,"c(404540.07801904, 5017561.78550783)"
Ozan Turkish Market,"500 Eagleson Rd Unit 60, Kanata, ON K2M 1H4",NA,45.2908396,-75.8706811,NA,NA,NA,grocery,45.2908396,-75.8706811,"c(354163.186167008, 5016957.66689852)"
Petro-Canada,"500 Eagleson Road, Kanata, Ontario, K2M1H4",6132545992,45.2908396,-75.8706811,NA,NA,NA,convenience,45.2908396,-75.8706811,"c(354163.186167008, 5016957.66689852)"
