rowid,name,address,category2,category3,Nbhd,lat,lng,dataset,update_date,phone,chain,nems_code
3499,Four Seasons Cookhouse,1545 Merivale Road K2G 3J4,restaurant,regular,Cityview - Crestview - Meadowlands,45.35,-75.74,new,2021-11-11,+1 (613) 224-4441,0,0
3500,Freshii,"50 Laurier Avenue East, Ottawa K1N 1H7",restaurant,regular,Sandy Hill,45.4237783,-75.6871465,new,2021-11-11,+1 (613) 695-5600,0,403
3501,Freshman Pizza,"6601 Fourth Line Road, Ottawa K0A 2T0",restaurant,regular,North Gower - Kars,45.131797,-75.716323,new,2021-11-11,+1 (613) 489-4242,0,52
3502,Friend's Coffee,"224 Queen Street, Ottawa K1P 5R7",restaurant,regular,Centretown,45.4206083333,-75.70115,new,2021-11-11,+1 (613) 233-5787,0,232
3503,Fusion Yunnan,"178 McArthur Ave, Vanier K1L 6P9",restaurant,regular,Overbrook - McArthur,45.430996,-75.662671,new,2021-11-11,+1 (613) 695-1889,0,0
3504,Gezellig,"337 Richmond Road, Ottawa K2A 0E7",restaurant,regular,Westboro,45.3921583333,-75.7539527778,new,2021-11-11,+1 (613) 680-9086,0,0
3505,Gibson's On Queen,"402 Queen Street, Ottawa K1R 5A7",restaurant,regular,Centretown,45.4179764721,-75.7066278532,new,2021-11-11,+1 (613) 230-0400,0,0
3506,Gio Pizza,"1896 Prince of Wales Drive, Ottawa K2C 3W9",restaurant,regular,Carleton Heights - Rideauview,45.3537972222,-75.704475,new,2021-11-11,+1 (613) 224-7700,0,225
3507,Giovanni's,"362 Preston Street, Ottawa K1S 4M7",restaurant,regular,West Centretown,45.401751,-75.710394,new,2021-11-11,+1 (613) 234-3156,0,0
3508,Gladstone Golden Grill,"523 Gladstone Avenue, Ottawa K1R 5N9",restaurant,regular,Centretown,45.410075,-75.6987527778,new,2021-11-11,+1 (613) 695-5557,0,0
3509,Golden Bowl Restaurant,"1598 Cyrville Road, Ottawa K1B 5K1",restaurant,regular,East Industrial,45.4181484,-75.6105739,new,2021-11-11,+1 (613) 744-2865,0,0
3510,Good Eats,"388 Albert Street, Ottawa K1R 5B8",restaurant,regular,Centretown,45.4181166667,-75.7046888889,new,2021-11-11,+1 (613) 914-3287,0,0
3511,Greek on Wheels,"1123 Cobden Rd., Ottawa West",fast food,regular,Iris - Queensway Terrance South,45.35252149999999,-75.7778093,new,2021-11-11,NA,1,84
3512,Greek on Wheels,"4025 Innes Road, Unit 7, Ottawa K1C 1T1",restaurant,regular,Orléans Village - Chateauneuf,45.4558194444,-75.5059055556,new,2021-11-11,+1 (613) 824-5900,1,84
3513,Greek on Wheels,"444 Hazeldean Rd., Kanata, Ottawa",fast food,regular,Glen Cairn - Kanata South Business Park,45.299159,-75.88580979999999,new,2021-11-11,NA,1,84
3514,Greek on Wheels,"585 Montreal Rd., Ottawa East",fast food,regular,Manor Park,45.4426297,-75.6443967,new,2021-11-11,NA,1,84
3515,Greek on Wheels,"800 Hunt Club Rd., at Uplands, Ottawa",fast food,regular,Hunt Club - Ottawa Airport,45.344365,-75.66624809999999,new,2021-11-11,NA,1,84
3516,Greek To Go,425 Mcarthur Avenue K1K 1G5,restaurant,regular,Vanier South,45.432558,-75.646971,new,2021-11-11,+1 (613) 741-6159: +1 (613) 741-6159,0,389
3517,Greely Restaurant,"5375 Bank Street, Ottawa K1X 1H4",restaurant,regular,Edwards - Carlsbad Springs,45.2854222222,-75.5734472222,new,2021-11-11,+1 (613) 425-6600,0,0
3518,Green Room,"130 York Street, Ottawa K1N 5T5",restaurant,drinks and nightlife,Byward Market,45.42934,-75.689701,new,2021-11-11,+1 (613) 241-6827,0,0
3519,Greenfield's Gastro Public House,"900 Greenbank Road, Ottawa K2J 1S8",restaurant,regular,Old Barrhaven West,45.2863359581,-75.7573752478,new,2021-11-11,+1 (613) 823-9900,0,0
3520,HanaHana,"474 Hazeldean Road, Ottawa K2L 4E5",restaurant,regular,Glen Cairn - Kanata South Business Park,45.297275,-75.8880777778,new,2021-11-11,+1 (613) 831-0525,0,459
3521,Hangout,"839 Somerset Street West, Ottawa K1R 6R6",restaurant,regular,West Centretown,45.4092106233,-75.7126692541,new,2021-11-11,+1 (613) 695-3336,0,0
3522,Happy Carrot,"18 Murray Street, Ottawa K1N 9M5",restaurant,regular,Byward Market,45.428896,-75.695407,new,2021-11-11,+1 (613) 422-6456,0,0
3523,Happy Goat Coffee Co.,"317 Wilbrod Street , Ottawa",restaurant,regular,Sandy Hill,45.426703,-75.681995,new,2021-11-11,+1 (613) 241-0606,1,0
3524,Hard Stones Grill,"1 Roydon Place, Ottawa K2E 1A3",restaurant,regular,Hunt Club South Industrial,45.3385166667,-75.7256388889,new,2021-11-11,+1 (613) 518-7440,0,0
3525,Harmony Restaurant,"769 Gladstone Avenue, Ottawa K1R 7E1",restaurant,regular,West Centretown,45.4068861111,-75.7059777778,new,2021-11-11,+1 (613) 234-9379,0,0
3526,Harvey's,"1270 Baseline Road, Ottawa, ON, K2C 0A9",fast food,regular,Skyline - Fisher Heights,45.3644251,-75.732112,new,2021-11-11,NA,1,449
3527,Harvey's,"150 Earl Grey Drive, Kanata, ON, K2T 1B6",fast food,regular,Kanata Lakes - Arcardia,45.3089865,-75.9146568,new,2021-11-11,NA,1,449
3528,Harvey's,"1899 Cyrville Road, Ottawa, ON, K1B 1A9",fast food,regular,East Industrial,45.415932,-75.60143699999999,new,2021-11-11,NA,1,449
3529,Harvey's,"1946 Robertson Road, Nepean, ON, K2H 5B9",fast food,regular,Bells Corners East,45.325545,-75.82384809999999,new,2021-11-11,NA,1,449
3530,Harvey's,"2150 Carling Ave, Ottawa, ON, K2A 1H1",fast food,regular,Carlingwood West - Glabar Park - McKellar Heights,45.3705264,-75.7689591,new,2021-11-11,NA,1,449
3531,Harvey's,"216 Elgin Street, Ottawa, ON, K2P 1L7",fast food,regular,Centretown,45.4188788,-75.69159049999999,new,2021-11-11,NA,1,449
3532,Harvey's,"2430 Bank Street, Ottawa, ON, K1V 0T7",fast food,regular,South Keys - Greenboro West,45.3533144,-75.6490981,new,2021-11-11,NA,1,449
3533,Harvey's,"4290 Innes Road, Orleans, Ottawa K4A 5E6",restaurant,regular,Portobello South,45.4584722222,-75.4945611111,new,2021-11-11,+1 (613) 824-7931,1,449
3534,Harvey's,"564 Bronson Avenue, Ottawa, ON, K1R 6K3",fast food,regular,West Centretown,45.4056954,-75.7029546,new,2021-11-11,NA,1,449
3535,Harvey's,"690 Eagleson Road, Kanata, ON, K2M2G9",fast food,regular,Glen Cairn - Kanata South Business Park,45.2866514,-75.86778439999999,new,2021-11-11,NA,1,449
3536,Heart & Crown,"67 Clarence Street,Ottawa K1N 5P5",restaurant,regular,Byward Market,45.4290583333,-75.6938861111,new,2021-11-11,+1 (613) 562-0674,1,0
3537,Heart and Soul Cafe,"2741 Dunrobin Road, Ottawa K0A 1T0",restaurant,regular,Dunrobin,45.420136,-76.017914,new,2021-11-11,+1 (613) 832-9942,0,0
3538,Hog's Back Restaurant,"888 Dynes Road, Ottawa K2C 0G8",restaurant,regular,Carleton Heights - Rideauview,45.3700333333,-75.7046138889,new,2021-11-11,+1 (613) 727-3646,0,362
3539,Hokkaido Sushi,"272 Dalhousie Street, Ottawa K1N 7E6",restaurant,regular,Byward Market,45.4302,-75.6923222222,new,2021-11-11,+1 (613) 860-9898,0,0
3540,Host India,"622 Montreal Road, Ottawa K1K 0T6",restaurant,regular,Overbrook - McArthur,45.4426027778,-75.6417305556,new,2021-11-11,+1 (613) 746-4678,0,0
3541,House of Lasagna,"984 Merivale Road, Ottawa K1Z 6A4",restaurant,regular,Carlington,45.3806805556,-75.7333833333,new,2021-11-11,+1 (613) 728-9700,0,0
3542,House of Pizza,"747 Richmond Road, Ottawa K2A 3Z9",restaurant,regular,Laurentian,45.3824416667,-75.77005,new,2021-11-11,+1 (613) 728-2422,0,202
3543,House of TARG,"1077 Bank Street, Ottawa K1S 3W9",restaurant,regular,Old Ottawa South,45.3945166667,-75.6835777778,new,2021-11-11,+1 (613) 730-5748,0,0
3544,Hu Tieu Mi Gia,"121 Preston Street, Ottawa K1R 7P3",restaurant,regular,West Centretown,45.4081583333,-75.71395,new,2021-11-11,+1 (613) 233-2201,0,0
3545,Huong's Vietnamese Bistro,"359 Booth Street, Ottawa K1R 7K1",restaurant,regular,West Centretown,45.4073611111,-75.7092888889,new,2021-11-11,+1 (613) 237-8755,0,0
3546,India Cafe,"30 ByWard Market Square, Ottawa K1N 7A2",restaurant,regular,Byward Market,45.4276888889,-75.6929777778,new,2021-11-11,+1 (613) 789-0944,0,75
3547,India Palace,"292 Albert Street, Ottawa K1P 1H4",restaurant,regular,Centretown,45.4195722222,-75.7021722222,new,2021-11-11,+1 (613) 234-5433,0,0
3548,iPho,"115 Parent Avenue, Ottawa K1N 5M6",restaurant,regular,Byward Market,45.4293416667,-75.6938472222,new,2021-11-11,+1 (613) 695-4346,0,0
3549,Island Flava,"409 Dalhousie Street, Ottawa K1N 9J9",restaurant,regular,Sandy Hill,45.427056,-75.68945,new,2021-11-11,+1 (613) 321-4198,0,192
3550,Island Grill,"324 Bank Street, Ottawa K2P 1Y1",restaurant,regular,Centretown,45.414278,-75.695655,new,2021-11-11,+1 (613) 565-3030,0,0
3551,Istanbouli Shawarma House,"81 Holland Avenue, Ottawa K1Y 0Y1",restaurant,regular,Hintonburg - Mechanicsville,45.401,-75.7325972222,new,2021-11-11,+1 (613) 722-4800,0,137
3552,Jadeland Restaurant,"625 Somerset Street West, Ottawa K1R 6C6",restaurant,regular,Centretown,45.4120444444,-75.7045055556,new,2021-11-11,+1 (613) 233-0204,0,0
3553,Jambo Restaurant,"69 Kempster Avenue, Ottawa K2B 6M2",restaurant,regular,Bayshore - Belltown,45.3553732,-75.8078541,new,2021-11-11,+1 (613) 726-9393,0,0
3554,Japanese Village,"170 Laurier Avenue West, Ottawa K1P 5V5",restaurant,regular,Centretown,45.4202583333,-75.6947944444,new,2021-11-11,+1 (613) 236-9519,0,0
3555,Jay's Pizza and Poutine,"506 Rideau Street, Ottawa K1N 5Z6",restaurant,regular,Sandy Hill,45.431591,-75.678686,new,2021-11-11,+1 (613) 421-0505,0,280
3556,Jo-Jo's Pizzeria,"1573 Stittsville Main Street, Ottawa K2S 1A4",restaurant,regular,Stittsville,45.2562861111,-75.9181833333,new,2021-11-11,+1 (613) 836-2210,1,164
3557,Jo-Jo's Pizzeria,4048 Carling Avenue K2K 2T5,restaurant,regular,Brookside - Briarbrook - Morgan's Grant,45.336677,-75.90675,new,2021-11-11,+1 (613) 254-5554,1,164
3558,JOEY Lansdowne,"825 Exhibition Way #103, Ottawa K1S 5J3",restaurant,regular,Glebe - Dows Lake,45.3994333333,-75.6842027778,new,2021-11-11,+1 (613) 695-5639,0,0
3559,JOEY Rideau,"50 Rideau St #106, Ottawa K1N 9J7",restaurant,regular,Sandy Hill,45.426497,-75.690653,new,2021-11-11,+1 (613) 680-5639,0,0
3560,Johnny Farina,"216 Elgin Street, Ottawa K2P 1L6",restaurant,regular,Centretown,45.418779,-75.691412,new,2021-11-11,+1 (613) 565-5155,0,0
3561,Jonny Canuck's Bar & Grill,"900 Watters Road, Ottawa K4A 0B4",restaurant,regular,Cardinal Creek,45.4824722222,-75.4731916667,new,2021-11-11,+1 (613) 841-5000,1,0
3562,Juice Monkey,"209 Slater Street, Ottawa K1P 5N5",restaurant,regular,Centretown,45.4198833333,-75.6996166667,new,2021-11-11,+1 (613) 237-0303,0,450
3563,JunXion,"15 George Street, Ottawa K1N 1K2",restaurant,drinks and nightlife,Byward Market,45.426603,-75.6933685,new,2021-11-11,+1 (613) 241-2868,0,0
3564,Karuna Cafe,"820 Somerset Street W, Ottawa K1R 6R5",restaurant,regular,West Centretown,45.409151,-75.711226,new,2021-11-11,+1 (613) 230-1830,0,0
3565,Kavali,"34 Clarence Street, Ottawa K1N 5P3",restaurant,drinks and nightlife,Byward Market,45.428409,-75.69438,new,2021-11-11,+1 (613) 315-8255,0,0
3566,KFC,"1375 Trim Road, Ottawa, K4A 0G4",fast food,regular,Cardinal Creek,45.4897,-75.4775,new,2021-11-11,NA,1,224
3567,KFC,"1556 Merivale Rd, Nepean, K2G 3J8",fast food,regular,Cityview - Crestview - Meadowlands,45.3535,-75.7355,new,2021-11-11,NA,1,224
3568,KFC,"2919 Bank St, Ottawa, K1T 1N4",fast food,regular,Hunt Club Upper -Blossom Park - Timbermill,45.3484,-75.6272,new,2021-11-11,NA,1,224
3569,KFC,"3780 Fallowfield Road, Unit 724, Nepean, K2J 1A1",fast food,regular,Greenbelt,45.2870573,-75.7600472,new,2021-11-11,NA,1,224
3570,KFC,"4027 Innes Road, Ottawa K1C 1T1",restaurant,regular,Orléans Village - Chateauneuf,45.455875,-75.5052027778,new,2021-11-11,+1 (613) 830-9586,1,224
3571,KFC,"464 Bank Street, Ottawa, K2P 1Z3",fast food,regular,Centretown,45.4111,-75.6933,new,2021-11-11,NA,1,224
3572,KFC,"475 Hazeldean Rd, Kanata, K2L 1V1",fast food,regular,Katimavik - Hazeldean,45.2979992,-75.8915584,new,2021-11-11,NA,1,224
3573,KFC,"932 St. Laurent Blvd, Ottawa, K1K 3B3",fast food,regular,Overbrook - McArthur,45.4311,-75.6414,new,2021-11-11,NA,1,224
3574,Kiki Lebanese Pineview Pizza,"2045 Meadowbrook Road, Ottawa K1B 4W7",restaurant,regular,Pineview,45.4271666667,-75.6019666667,new,2021-11-11,+1 (613) 746-9988,0,303
3575,Kochin Kitchen,"271 Dalhousie Street, Ottawa K1N 7E5",restaurant,regular,Byward Market,45.4300305556,-75.6922444444,new,2021-11-11,+1 (613) 562-4461,0,0
3576,Kochu,"266 Preston Street, Ottawa K1R 7R5",restaurant,regular,West Centretown,45.4042894,-75.7117565,new,2021-11-11,+1 (613) 236-0000,0,227
3577,Korean House,"785 Somerset Street West, Ottawa K1R 6R3",restaurant,regular,West Centretown,45.409849,-75.710209,new,2021-11-11,+1 (613) 237-0808,0,0
3578,Kristy's,"809 Richmond Road, Ottawa K2A 0G7",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.3808527778,-75.7716916667,new,2021-11-11,+1 (613) 722-2336,0,0
3579,La Belle Poutine,"1675 Tenth Line Road, Ottawa K1E 3P6",restaurant,regular,Fallingbrook,45.4696055556,-75.4911333333,new,2021-11-11,+1 (613) 590-9199,0,250
3580,La Bocca Juice,"2446 Bank Street, Ottawa K1V 8S2",restaurant,regular,Emerald Woods - Sawmill Creek,45.3526694444,-75.6456916667,new,2021-11-11,+1 (613) 523-1500,0,206
3581,La Brochette,"606 Rideau Street, Ottawa K1N 6A2",restaurant,regular,Sandy Hill,45.432835,-75.675257,new,2021-11-11,+1 (613) 216-9272,0,0
3582,La Cabaña,"848 Merivale Road, Ottawa K1Z 5Z4",restaurant,regular,Carlington,45.3853694444,-75.7324138889,new,2021-11-11,+1 (613) 724-7762,0,0
3583,La Dolce Vita,"180 Preston Street, Ottawa K1R 7P9",restaurant,regular,West Centretown,45.4061611111,-75.7129138889,new,2021-11-11,+1 (613) 233-6239,0,0
3584,La Favorita,356 Preston Street K1S 4M6,restaurant,regular,West Centretown,45.40184,-75.710381,new,2021-11-11,+1 (613) 749-7490,0,0
3585,La Prep,"150 Metcalfe Street, Ottawa K2P 1P1",restaurant,regular,Centretown,45.4201861111,-75.6949833333,new,2021-11-11,+1 (613) 237-2806,0,269
3586,La Roma,"430 Preston Street, Ottawa K1S 4N4",restaurant,regular,West Centretown,45.399818,-75.709157,new,2021-11-11,+1 (613) 234-8244,0,0
3587,Lamees Pizza,"6537 Bank Street, Ottawa K0A 2P0",restaurant,regular,Metcalfe,45.229377,-75.489051,new,2021-11-11,+1 (613) 821-5665,0,33
3588,Lebanese Palace,"919 Industrial Avenue, Ottawa K1G 6L2",restaurant,regular,East Industrial,45.406751,-75.628353,new,2021-11-11,+1 (613) 739-2929,0,0
3589,Lees Greek & Pizza,"180 Lees Avenue, Unit 106, Ottawa K1S 5J6",restaurant,regular,Old Ottawa East,45.4155222222,-75.6703638889,new,2021-11-11,+1 (613) 569-6969,0,167
3590,Les Grillades,"111 Colonnade Road, Ottawa K2E 7M3",restaurant,regular,Hunt Club South Industrial,45.346532,-75.702408,new,2021-11-11,+1 (613) 723-3224,0,0
3591,Light of India,"730 Bank Street, Ottawa K1S 3V3",restaurant,regular,Glebe - Dows Lake,45.4040972222,-75.6890638889,new,2021-11-11,+1 (613) 563-4411,0,0
3592,Little India Cafe,"66 Wylie Avenue, Ottawa K2B 6M4",restaurant,regular,Bayshore - Belltown,45.3547888889,-75.8067472222,new,2021-11-11,+1 (613) 828-2696,0,0
3593,Little Red Shack BBQ,"1016 Carp Road, Ottawa K2S 1B9",restaurant,regular,Stittsville,45.2721444444,-75.9464277778,new,2021-11-11,+1 (613) 983-7559,0,204
3594,Little Sheep Mongolian Hot Pot,"1514 Merivale Road, Suite15, Ottawa K2G 3J6",restaurant,regular,Cityview - Crestview - Meadowlands,45.35652,-75.737661,new,2021-11-11,+1 (613) 248-3388,0,0
3595,Little Turkish Village,"2095 St Joseph Boulevard, Orleans K1C 7C5",restaurant,regular,Convent Glen - Orléans Woods,45.4666111111,-75.5355388889,new,2021-11-11,+1 (613) 824-5557,0,0
3596,Liu's Cuisine,"3570 Strandherd Drive, Ottawa K2J 4H1",restaurant,regular,Old Barrhaven East,45.2750388889,-75.7373361111,new,2021-11-11,+1 (613) 843-0212,0,0
3597,Local Lansdowne,"825 Exhibition Way, #107, Ottawa K1S 5J3",restaurant,regular,Glebe - Dows Lake,45.3997027778,-75.6840666667,new,2021-11-11,+1 (613) 233-3772,0,0
3598,Lone Star Texas Grill,"780 Baseline Road, Ottawa K2C 3V8",restaurant,regular,Skyline - Fisher Heights,45.3708916667,-75.7169333333,new,2021-11-11,+1 (613) 224-4044,0,0
3599,LORENZO'S PIZZERIA,100 CASTLEFRANK ROAD,fast food,regular,Glen Cairn - Kanata South Business Park,45.293525700000004,-75.88175201,old,2018-06-28,NA,0,0
3600,Lowertown Brewery,"73 York Street, Ottawa K1N 5T2",restaurant,regular,Byward Market,45.4286893,-75.6921402,new,2021-11-11,+1 (613) 722-1454,0,0
3601,Lucky Panda,"3023 Cedarview Road, Ottawa K2J 4A8",restaurant,regular,Old Barrhaven West,45.2659805556,-75.7715222222,new,2021-11-11,+1 (613) 825-8080,0,315
3602,LUNCH,"121 Bank Street, Ottawa K1P 5N5",restaurant,regular,Centretown,45.4196444444,-75.7000666667,new,2021-11-11,+1 (613) 238-9453,1,62
3603,LUNCH,"240 Sparks Street, Ottawa, ON",fast food,regular,Centretown,45.42051379999999,-75.701905,new,2021-11-11,NA,1,62
3604,LUNCH,"7 Bayview Road, Ottawa, ON",fast food,regular,Hintonburg - Mechanicsville,45.4096474,-75.7280734,new,2021-11-11,NA,1,62
3605,Lunch Box Cafe,"1 Centrepointe Drive, Ottawa K2G 6E2",restaurant,regular,Centrepointe,45.348784,-75.767801,new,2021-11-11,+1 (613) 225-6864,0,427
3606,MacLaren's on Elgin,"301 Elgin Street, Ottawa K2P 0L3",restaurant,regular,Centretown,45.417174,-75.689601,new,2021-11-11,+1 (613) 236-2766,0,0
3607,Mad Radish,"859 Bank Street, K1S 3W2",restaurant,regular,Glebe - Dows Lake,45.40135,-75.687198,new,2021-11-11,+1 (403) 555-5555,0,0
3608,Main Meal,62 Main Street K1S 1B6,restaurant,regular,Old Ottawa East,45.4126,-75.680232,new,2021-11-11,+1 (613) 695-0388,0,332
3609,Main Street Cafe,"1626 Stittsville Main Street, Ottawa K2S 1P5",restaurant,regular,Stittsville,45.2542416667,-75.9165888889,new,2021-11-11,+1 (613) 836-2277,0,0
3610,Mano City Pizza,"5511 Manotick Main St, Unit 3, Manotick K4M 1B3",restaurant,regular,Manotick,45.227118,-75.686163,new,2021-11-11,+1 (613) 692-7888,0,0
3611,Marcie's Cafeteria,"2430 Don Reid Drive, Ottawa K1H 1E1",restaurant,regular,South Keys - Greenboro West,45.380033,-75.63318,new,2021-11-11,+1 (613) 247-0765,0,348
3612,McDonald's,"77 Bank Street, Ottawa K1P 5N2",restaurant,regular,Centretown,45.4205694444,-75.7011722222,new,2021-11-11,+1 (613) 237-5854,0,126
3613,Meat Press,"45 Armstrong Road, Ottawa K1Y 2Z7",restaurant,regular,Hintonburg - Mechanicsville,45.400427,-75.730307,new,2021-11-11,+1 (613) 695-7737,0,0
3614,Medina Fried Chicken,"170 Lees Avenue, Ottawa K1S 5G5",restaurant,regular,Old Ottawa East,45.4152027778,-75.6719888889,new,2021-11-11,+1 (613) 321-3111,0,210
3615,Mekong Restaurant,"637 Somerset Street West, Ottawa K1R 5K3",restaurant,regular,Centretown,45.4119138889,-75.7047416667,new,2021-11-11,+1 (613) 237-7717,0,0
3616,Memories Restaurant,"136 Saint Patrick Street, Ottawa K1N 5J9",restaurant,regular,Byward Market,45.429466,-75.695915,new,2021-11-11,+1 (613) 241-1882,0,0
3617,Mercury Lounge,"56 ByWard Market Square, Ottawa K1N 7A2",restaurant,drinks and nightlife,Byward Market,45.427251,-75.692506,new,2021-11-11,+1 (613) 789-5324,0,0
3618,Merivale Noodle House,"1519 Merivale Road, Ottawa K2G 3J3",restaurant,regular,Skyline - Fisher Heights,45.3569555556,-75.7367166667,new,2021-11-11,+1 (613) 226-8812,0,0
3619,Mike's Pizzeria & Restaurant,"7168 Bank Street, Ottawa K0A 2P0",restaurant,regular,Metcalfe,45.228927,-75.497113,new,2021-11-11,+1 (613) 821-3749,0,0
3620,Moe's Famous Pizza,"102 McEwen Avenue, Ottawa K2B 8E1",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.3710166667,-75.7819222222,new,2021-11-11,+1 (613) 726-0726,0,419
3621,Monkey Joe's Bar & Grill,"1265 Carling Avenue, Ottawa K1Z 1A2",restaurant,regular,Civic Hospital-Central Park,45.3867638889,-75.7332305556,new,2021-11-11,+1 (613) 725-2992,0,0
3622,Moose McGuire's,"3320 McCarthy Road, Unit 2, Ottawa K1V 9X5",restaurant,regular,Hunt Club East - Western Community,45.3510361111,-75.6708972222,new,2021-11-11,+1 (613) 680-4411,0,0
3623,Morning Owl,"538 Rochester Street, Ottawa K1S 4M1",restaurant,regular,West Centretown,45.399478,-75.706512,new,2021-11-11,+1 (613) 680-8336,1,160
3624,Moscow Tea Room,"527 Sussex Drive, Ottawa K1N 5S6",restaurant,regular,Byward Market,45.4269016,-75.694366,new,2021-11-11,+1 (613) 627-2335,0,0
3625,Moxie's Grill & Bar,"601 Earl Grey Drive, Ottawa K2T 1K4",restaurant,regular,Kanata Lakes - Arcardia,45.3095972222,-75.9117194444,new,2021-11-11,+1 (613) 599-5000,1,0
3626,Mr. Shawarma,"2555 Baseline Road, Ottawa K2H 7B3",restaurant,regular,Iris - Queensway Terrance South,45.3417444444,-75.78685,new,2021-11-11,+1 (613) 726-1222,0,113
3627,Mu Goong Hwa Garden,"376 Rideau Street, Ottawa K1N 5Y6",restaurant,regular,Lowertown,45.4299269,-75.6830469,new,2021-11-11,+1 (613) 860-8300,0,0
3628,Muzika Resto Lounge,"730 Industrial Avenue, Ottawa K1G 0Y9",restaurant,regular,East Industrial,45.4092527778,-75.6364972222,new,2021-11-11,+1 (613) 737-9000,0,0
3629,My Sweet Tea,"824 Somerset Street West, Ottawa K1R 6R5",restaurant,regular,West Centretown,45.4091555556,-75.7113583333,new,2021-11-11,+1 (613) 695-6543,0,0
3630,Namaste India,"1300 Bank Street, Ottawa K1S 3Y4",restaurant,regular,Old Ottawa South,45.390125,-75.679375,new,2021-11-11,+1 (613) 733-8424,0,0
3631,Nate's Deli,"152 Sparks Street, Ottawa K1P 5B6",restaurant,regular,Centretown,45.42205,-75.6992805556,new,2021-11-11,+1 (613) 235-1424,0,0
3632,New Generation Sushi,"150 Laurier Avenue West, Ottawa K1P 5J4",restaurant,regular,Centretown,45.42065,-75.6939472222,new,2021-11-11,+1 (613) 565-8998,0,0
3633,New Pho Bo Ga La,"763 Somerset Street West, Ottawa K1R 6R1",restaurant,regular,West Centretown,45.4102055556,-75.7092805556,new,2021-11-11,+1 (613) 233-2222,0,0
3634,New York Fries,"100 Bayshore Dr, Nepean, ON K2B 8C1, Canada",fast food,regular,Bayshore - Belltown,45.3469493,-75.8065581,new,2021-11-11,NA,1,143
3635,New York Fries,"110 Place d'Orléans Dr, Orléans, ON K1E 2L9, Canada",fast food,regular,Convent Glen - Orléans Woods,45.4778861,-75.5160089,new,2021-11-11,NA,1,143
3636,New York Fries,"1200 St Laurent Blvd, Ottawa, ON K1K 3B8, Canada",fast food,regular,Overbrook - McArthur,45.4219466,-75.6387057,new,2021-11-11,NA,1,143
3637,New York Fries,"2121 Carling Ave, Ottawa, ON K2A 1H2, Canada",fast food,regular,Laurentian,45.3731497,-75.7686794,new,2021-11-11,NA,1,143
3638,New York Fries,"2277 Riverside Dr., Ottawa, ON K1H 7X6, Canada",fast food,regular,Billings Bridge - Alta Vista,45.3856281,-75.6774777,new,2021-11-11,NA,1,143
3639,New York Fries,"3752 Innes Road, Orléans K1W 0C8",restaurant,regular,Queenswood Heights,45.4707252,-75.4956436,new,2021-11-11,+1 (613) 830-4400,1,143
3640,New York Fries,"50, Rideau Street Unit FC 11 Ottawa, ON K1N 9J7",restaurant,regular,Sandy Hill,45.425822,-75.692268,new,2021-11-11,+1 (613) 563-4766,1,143
3641,NG's Cuisine,"1499 Merivale Road, Ottawa K2E 5P3",restaurant,regular,Skyline - Fisher Heights,45.3581722222,-75.7366416667,new,2021-11-11,+1 (613) 228-8818,0,0
3642,O'Grady's,"25 Tapiola Crescent, Ottawa K1T 2J7",restaurant,regular,South Keys - Greenboro West,45.3637083333,-75.6466916667,new,2021-11-11,+1 (613) 800-1033,0,0
3643,Ocho Rios,"1800 Bank Street, Ottawa K1V 0W3",restaurant,regular,Billings Bridge - Alta Vista,45.371953,-75.664928,new,2021-11-11,+1 (613) 733-9999,0,0
3644,Ogilvie Pizza,"631 Montreal Road, Ottawa K1K 0T4",restaurant,regular,Manor Park,45.4430805556,-75.6418611111,new,2021-11-11,+1 (613) 747-2444,0,470
3645,Ola Cocina,"62 Barrette Street, Ottawa K1L 8B3",restaurant,regular,Vanier North,45.4395,-75.6749416667,new,2021-11-11,+1 (613) 746-6222,0,0
3646,Olive & Chili,"51 York Street, Ottawa K1N 9B7",restaurant,regular,Byward Market,45.4280884,-75.6929058,new,2021-11-11,+1 (613) 789-7172,0,0
3647,Orchid Sushi,"445 Laurier Avenue West, Ottawa K1R 0A2",restaurant,regular,Centretown,45.4166,-75.7034,new,2021-11-11,+1 (613) 695-5588,0,0
3648,Oriental Chu Shing,"691 Somerset Street West, Second Floor, Ottawa K1R 6P5",restaurant,regular,West Centretown,45.4110527778,-75.7067722222,new,2021-11-11,+1 (613) 233-8818,0,0
3649,Origin Trade,111 York Street K1N 5T4,restaurant,regular,Byward Market,45.429293,-75.690822,new,2021-11-11,+1 (613) 860-0111,0,0
3650,Ottawa Kabab,"577 Gladstone Avenue, ottawa, ON K1R 5P2 K1R 5P2",restaurant,regular,Centretown,45.409259,-75.700585,new,2021-11-11,NA,0,0
3651,Ozzy Food Market,"3867 Albion Road South, Ottawa K1T 1B2",restaurant,regular,Hunt Club Upper -Blossom Park - Timbermill,45.3431666667,-75.6367722222,new,2021-11-11,+1 (613) 739-7020,0,98
3652,Palermo Express,"143 Sparks Street, Ottawa, ON K1P 5A5",restaurant,regular,Centretown,45.422432,-75.698825,new,2021-11-11,+1 (613) 232-5500,0,413
3653,Palki Cuisine of India,"1060 Ogilvie Road, Ottawa K1J 7P8",restaurant,regular,Overbrook - McArthur,45.4249801,-75.6344671,new,2021-11-11,+1 (613) 741-9191,0,0
